id,tip,naziv,pravo_ime,vesolje,razmerje,naslov,izdaja,leto,mesec
Grizzly_Grogan_(Earth-616),Character,Grizzly Grogan,Grizzly Grogan,Earth-616,,Two-Gun Kid,64,1963,July

Grizzly_Younger_(Earth-616),Character,Grizzly Younger,Unknown,Earth-616,,Rawhide Kid,21,1961,April

Grogg_(Earth-616),Character,Grogg,Grogg,Earth-616,Single,Strange Tales,83,1961,April

Grom_(Earth-616),Character,Over-Mind,Grom,Earth-616,Single,Fantastic Four,113,1971,August

Groot_(Original)_(Earth-616),,,,,,Tales to Astonish,13,1960,November

Grottu_(Earth-616),Character,Grottu,Grottu,Earth-616,Single,Strange Tales,73,1960,February

Growing_Man_(Earth-6311),Character,Growing Man,Unknown,Earth-6311,,Thor,140,1967,May

Gruto_(Earth-616),Character,Gruto,Gruto,Earth-616,,Journey into Mystery,67,1961,April

Guardian_of_Infinity_(Earth-616),Character,Guardian of Infinity,Guardian of Infinity,Earth-616,,Thor,185,1971,February

Guinevere_(Earth-616),Character,Guinevere,Guinevere,Earth-616,Separated,Black Knight,1,1955,May

Gulgol_(Earth-616),Character,Gulgol,Gulgol,Earth-616,,Strange Tales,122,1964,September

Gunner_Gates_(Earth-616),Character,Gunner Gates,Unknown,Earth-616,,Tales of Suspense,95,1967,November

Guntharr_(Earth-616),Character,Guntharr,Guntharr,Earth-616,,Thor,157,1968,October

Gunther_Bain_(Earth-616),Character,Unus the Untouchable,Gunther Bain ,Earth-616,Single,X-Men,8,1964,November

Gunther_Strauss_(Earth-616),Character,Reaper,Gunther Strauss ,Earth-616,,Captain America Comics,22,1943,January

Gustav_Hauptmann_(Earth-616),Character,Gustav Hauptmann,Gustav Hauptmann,Earth-616,,Fantastic Four,85,1969,April

Guy_Stanford_(Earth-616),Character,Guy Stanford,Guy Stanford,Earth-616,,Captain America Comics,12,1942,March

Gwendolyne_Stacy_(Earth-616),,Gwen Stacy,"Gwendolyne Maxine ""Gwen"" Stacy",Earth-616,Single,Amazing Spider-Man,31,1965,December

Gwendolyne_Stacy_(Earth-665),Character,Gwendolyne Stacy,Gwendolyne Stacy,Earth-665,Single,Not Brand Echh,2,1967,September

H._Warren_Craddock_(Skrull)_(Earth-616),Character,H. Warren Craddock,Unknown,Earth-616,Single,Fantastic Four,2,1962,January

Haag_(Alien)_(Earth-616),Character,Haag,Haag,Earth-616,,Tales of Suspense,37,1963,January

Haag_(Asgardian)_(Earth-616),Character,Haag,Haag,Earth-616,,Journey into Mystery,107,1964,August

Haakun_(Earth-616),Character,Haakun the Hunter,Haakun,Earth-616,,Journey into Mystery,114,1965,March

Hades_(Earth-616),Character,Pluto,Hades,Earth-616,Married,Thor,127,1966,April

Hadley_Harper_(Earth-77013),Character,Mysterio,Hadley Harper,Earth-77013,,Spider-Man Newspaper Strips,1978,1978,

Hagstone_Junction,Location,,,,,Menace,4,1953,June

Hagstone_Sanitarium,Location,,,,,Menace,4,1953,June

Halcyon_Forest,Location,,,,,Journey into Mystery,120,1965,September

Hamir_(Earth-616),Character,Hamir,Hamir,Earth-616,,Strange Tales,111,1963,August

Hammer_Hogan_(Earth-616),Character,Hammer Hogan,Unknown,Earth-616,,Rawhide Kid,18,1960,October

Hank_Jessup_(Earth-616),Character,Big Hank Jessup,Hank Jessup,Earth-616,,Two-Gun Kid,43,1958,August

Hank_Rogers_(Earth-616),Character,Hank Rogers,Hank Rogers,Earth-616,Single,Tales to Astonish,8,1960,March

Hans_Rooten_(Earth-616),Character,Hans Rooten,Hans Rooten,Earth-616,,Sgt Fury and his Howling Commandos,15,1965,February

Hardol_(Earth-616),Character,Hardol the Healer,Hardol,Earth-616,,Journey into Mystery,111,1964,December

Hardy_Laurel_(Earth-77013),Character,Clown-9,Hardy Laurel,Earth-77013,Single,Spider-Man Newspaper Strips,2012,2012,

Harmon_General_Hospital,Location,,,,,Fantastic Four,6,1962,September

Harokin_(Earth-616),Character,Harokin,Harokin,Earth-616,,Thor,129,1966,June

Harold_Heartbeat_(Earth-616),Character,Harold Heartbeat,Harold Heartbeat,Earth-616,Single,Patsy Walker,88,1960,April

Harold_Hogan_(Earth-616),Character,Happy Hogan,"Harold Joseph ""Happy"" Hogan",Earth-616,Divorced,Tales of Suspense,45,1963,September

Harold_Kane_(Earth-616),Character,Hurricane,Harold Kane,Earth-616,,Two-Gun Kid,70,1964,July

Harold_Osborn_(Earth-616),,Harry Osborn,"Harold Theopolis ""Harry"" Lyman ",Earth-616,Divorced,Amazing Spider-Man,31,1965,December

Harold_Osborn_(Earth-77013),Character,Harry Osborn,Harold Osborn,Earth-77013,,Spider-Man Newspaper Strips,1977,1977,

Harrington_Byrd_(Earth-616),Character,Harrington Byrd,Harrington Byrd,Earth-616,,Tales of Suspense,46,1963,October

Harris_Hobbs_(Earth-616),Character,Harris Hobbs,Harris Hobbs,Earth-616,,Journey into Mystery,114,1965,March

Harry_Drumm_(Earth-616),Character,Harry Drumm,Harry Drumm,Earth-616,,Tales of Suspense,31,1962,July

Harry_Grubb_(Earth-616),Character,Harry Grubb,Harry Grubb,Earth-616,,Tales of Suspense,33,1962,September

Harry_Hook_(Earth-616),Character,Harry Hook,Harry Hook,Earth-616,,Strange Tales,113,1963,October

Harry_Markham_(Earth-616),Character,Harry Markham,Harry Markham,Earth-616,,Strange Tales,104,1963,January

Harry_Sikes_(Earth-616),Character,Harry Sikes,Harry Sikes,Earth-616,,Menace,3,1953,May

Harvey_Elder_(Earth-616),Character,Mole Man,Harvey Rupert Elder,Earth-616,Single,Fantastic Four,1,1961,November

Harvey_Schlemerman_(Earth-616),Character,Chondu the Mystic,Harvey Schlemerman,Earth-616,,Tales of Suspense,9,1960,May

Hassab_(Earth-616),Character,King Hassab,Hassab,Earth-616,,Captain America,129,1970,September

Hatap_(Earth-616),Character,Mad Pharaoh,Hatap,Earth-616,,Tales of Suspense,44,1963,August

Hate-Monger_(Earth-616),Character,Hate-Monger,Adolf Hitler,Earth-616,Widowed,Fantastic Four,21,1963,December

Hati_(Earth-616),Character,Hati,Hati,Earth-616,Single,Journey into Mystery,101,1964,February

Hawkeye%27s_Bow,Item,,,,,Tales of Suspense,57,1964,September

Hawk_Brown_(Earth-616),Character,Hawk Brown,Hawk Brown,Earth-616,,Rawhide Kid,17,1960,August

Hazel_Sleek_(Earth-616),Character,Hazel Sleek,Hazel Sleek,Earth-616,Single,Miss America,90,1958,May

Headstone_P._Gravely_(Earth-616),Character,Headstone P. Gravely,Headstone P. Gravely,Earth-616,,Chamber of Darkness,1,1969,October

Heart-Shaped_Herb,Item,,,,,Fantastic Four,52,1966,July

Heathrow_Vance_(Earth-616),Character,The Great Video,Heathrow Vance,Earth-616,,Marvel Boy,1,1950,December

Heath_Benson_(Earth-616),Character,Rattler,Heath Benson,Earth-616,,Rawhide Kid,37,1963,December

Hedy_Wolfe_(Earth-616),Character,Hedy Wolfe,Hedy Wolfe,Earth-616,Divorced,Miss America Magazine,2,1944,November

Heimdall_(Earth-600026),Character,Heimdall,Heimdall,Earth-600026,,Trapped By Loki / Vengeance of Loki / Defeat of Loki,,1966,

Heimdall_(Earth-616),Character,Heimdall,Heimdall,Earth-616,Single,Journey into Mystery,85,1962,October

Heimdall_(Earth-77013),Character,Heimdall,Heimdall,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Heinrich_Zemo_(Earth-616),Character,Baron Zemo,Heinrich Zemo,Earth-616,Widowed,Avengers,4,1964,March

Hel,Location,,,,,Journey into Mystery,102,1964,March

Hela_(Earth-616),Character,Hela,Hela,Earth-616,Married,Journey into Mystery,102,1964,March

Helen_(Earth-616),Character,Helen of Troy,Helen,Earth-616,Married,Venus,1,1948,August

Helen_Langley_(Earth-616),Character,Helen Langley,Helen Langley,Earth-616,Married,Tales of Suspense,15,1961,March

Helen_Smithson_(Earth-77013),Character,Helen Smithson,Helen Smithson,Earth-77013,Married,Spider-Man Newspaper Strips,2005,2005,

Hell%27s_Kitchen,Location,,,,,Daredevil,1,1964,April

Henry_Bingham_(Earth-77013),Character,Rattler,Henry Bingham,Earth-77013,,Spider-Man Newspaper Strips,1977,1977,

Henry_Burke_(Earth-616),Character,Henry Burke,Henry Burke,Earth-616,Married,Amazing Adventures,6,1961,November

Henry_Fletcher_(Earth-616),Character,Henry Fletcher,Henry Fletcher,Earth-616,,Amazing Adventures,5,1961,October

Henry_McCoy_(Earth-616),Character,Beast,"Dr. Henry ""Hank"" Philip McCoy",Earth-616,Single,X-Men,1,1963,September

Henry_McCoy_(Earth-77013),Character,Beast,"Dr. Henry ""Hank"" Philip McCoy",Earth-77013,Single,Spider-Man: The Mutant Agenda,0,1994,February

Henry_Pym_(Earth-616),Character,Ultron Pym,Henry Jonathan Pym,Earth-616,Divorced,Tales to Astonish,27,1962,January

Henry_Pym_(Earth-70813),Character,Ant-Man,Henry Pym,Earth-70813,,Avengers Classic,1,2007,August

Henry_Tinkelbaum_(Earth-616),,Henry Tinkelbaum,Henry Yosef Tinkelbaum,Earth-616,,Young Allies,1,1941,Summer

Hephaestus_Aetnaeus_(Earth-616),,Hephaestus,Hephaestus Aetnaeus,Earth-616,Married,Thor,129,1966,June

Heralds_of_Galactus_(Earth-616),Team,,,,,Fantastic Four,48,1966,March

Hera_Argeia_(Earth-616),,,,,,Marvel Mystery Comics,91,1949,April

Herbert_Landon_(Earth-77013),Character,Herbert Landon,Herbert Landon,Earth-77013,,Spider-Man: The Mutant Agenda,0,1994,February

Herbert_Wyndham_(Earth-616),Character,High Evolutionary,Herbert Edgar Wyndham,Earth-616,Single,Thor,134,1966,November

Hercules_(Earth-616),,Hercules,Hercules Panhellenios,Earth-616,Separated,Young Allies,16,1945,Summer

Herman_Schultz_(Earth-616),Character,Shocker,Herman Schultz,Earth-616,Divorced,Amazing Spider-Man,46,1967,March

Herman_Schultz_(Earth-77013),Character,Shocker,Herman Schultz,Earth-77013,,Spider-Man Newspaper Strips,2007,2007,

Herman_Terwilliger_(Earth-77013),Character,Blue Fly,Herman Terwilliger,Earth-77013,,Spider-Man Newspaper Strips,2002,2002,

Hermes_Diaktoros_(Earth-616),,Hermes,Hermes Diaktoros,Earth-616,Single,Venus,3,1948,December

Hermp_(Earth-616),Character,Supreme Warlord,Hermp,Earth-616,,Incredible Hulk,111,1969,January

Herr_Demon_(Earth-616),Character,Herr Demon,Unknown,Earth-616,,Captain America Comics,19,1942,October

Herr_Grotz_(Earth-616),Character,Herr Grotz,Grotz (First name unrevealed),Earth-616,,Captain America Comics,11,1942,February

Herr_Krantz_(Earth-616),Character,Herr Krantz,Krantz (First name unknown),Earth-616,,Young Allies,1,1941,Summer

Herr_Mongrel_(Earth-616),Character,Herr Mongrel,Mongrel,Earth-616,Single,Captain America Comics,18,1942,September

Hidden_Deeps,Location,,,,,Tales to Astonish,71,1965,September

High_Tribunal_(Watchers)_(Earth-616),Team,,,,,Tales of Suspense,53,1964,May

Hildegund_(Earth-616),Character,Hildegund,Hildegund,Earth-616,Married,Journey into Mystery,120,1965,September

Hippolyta_(Earth-616),Character,Warrior Woman,Hippolyta,Earth-616,Single,Thor,127,1966,April

Hiram_Barney_(Earth-616),Character,Hiram Barney,Hiram Barney,Earth-616,,Strange Tales,147,1966,August

Hjarmal_Svenson_(Earth-616),Character,Hjarmal Svenson,Hjarmal Svenson,Earth-616,,Avengers,14,1965,March

Hlidskjalf,Location,,,,,Journey into Mystery,112,1965,January

Hobie_Brown_(Earth-616),Character,Prowler,Hobie Brown,Earth-616,Separated,Amazing Spider-Man,78,1969,November

Hofund,Item,,,,,Journey into Mystery,101,1964,February

Hoggoth_(Earth-616),Character,Hoggoth the Hoary,Hoggoth,Earth-616,,Marvel Premiere,5,1972,November

Hogun_(Earth-616),Character,Hogun the Grim,Hogun,Earth-616,Single,Journey into Mystery,119,1965,August

Hogun_(Earth-77013),Character,Hogun,Hogun,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Hog_Hogan_(Earth-616),Character,Hog Hogan,Unknown,Earth-616,,Rawhide Kid,27,1962,April

Homo_neanderthalensis,Race,,,,,Amazing Adventures,3,1961,August

Homo_superior,Race,,,,,Motion Picture Funnies Weekly,1,1939,April

Honir_(Earth-616),Character,Honir the Hunter,Honir,Earth-616,,Journey into Mystery,106,1964,July

Horace_Smithson_(Earth-77013),Character,Horace Smithson,Horace Smithson,Earth-77013,,Spider-Man Newspaper Strips,2002,2002,

Horgon_(Earth-616),Character,Ape Horgon,Horgon,Earth-616,,Daredevil,3,1964,August

Horst_Lederer_(Earth-616),Character,Horst Lederer,Horst Lederer,Earth-616,,Tales of Suspense,79,1966,July

Hosts_of_Hoggoth,Item,,,,,Strange Tales,116,1964,January

House_of_Agon_(Earth-616),Team,,,,,Fantastic Four,45,1965,December

House_of_Shadows_(Earth-616),Character,House of Shadows,Unknown,Earth-616,,Strange Tales,120,1964,May

Howard_Avery_(Earth-616),Character,Brute That Walks,Howard Avery,Earth-616,Single,Journey into Mystery,65,1961,February

Howard_Huffinger_(Earth-77013),Character,Howard Huffinger,Howard Huffinger,Earth-77013,,Spider-Man Newspaper Strips,1987,1987,

Howard_Lindley_(Earth-616),Character,Bruttu,Howard Lindley,Earth-616,Single,Tales of Suspense,22,1961,October

Howard_Mitchell_(Earth-616),Character,Hijacker,Howard Mitchell,Earth-616,,Tales to Astonish,40,1963,February

Howard_Ryland_(Earth-77013),Character,Howard Ryland,Howard Ryland,Earth-77013,,Spider-Man Newspaper Strips,2000,2000,

Howling_Commandos_(Earth-616),Team,,,,,Sgt Fury and his Howling Commandos,1,1963,May

Hoy_(Earth-616),Character,Commissar,Hoy,Earth-616,Single,Avengers,18,1965,July

Ho_Yinsen_(Earth-616),,Professor Ho Yinsen,Ho Yinsen,Earth-616,Widowed,Tales of Suspense,39,1963,March

Hubert_Van_Poole_(Earth-616),Character,Rip Van Winkle,Hubert Van Poole,Earth-616,Single,Captain America Comics,63,1947,July

Hugo_Bogg_(Earth-616),Character,Hugo Bogg,Hugo Bogg,Earth-616,,Amazing Adult Fantasy,11,1962,April

Hugo_the_Hippo_(Earth-77013),Character,Hugo the Hippo,Hugo (full name unrevealed),Earth-77013,,Spider-Man Newspaper Strips,1987,1987,

Hulk-Killer_(Earth-616),Character,Hulk-Killer,Simon Sterns,Earth-616,Single,Tales to Astonish,86,1966,December

Hulk_Simon_(Earth-616),Character,Hulk Simon,Hulk Simon,Earth-616,,2-Gun Western,4,1956,May

Humanoids_(Leader)_(Earth-616),Team,,,,,Tales to Astonish,63,1965,January

Humanoid_Experimental_Robot_B-Type_Integrated_Electronics_(Earth-78909),Character,H.E.R.B.I.E.,Humanoid Experimental Robot B-Type Integrated Electronics,Earth-78909,,A Monster Among Us,,1978,September

Hunk_Larken_(Earth-616),Character,Magnetor,Hunk Larken,Earth-616,Single,Strange Tales,84,1961,May

Hu_Chen_(Earth-616),Character,Hu Chen,Hu Chen,Earth-616,,Avengers,29,1966,June

Hu_Sak_(Earth-616),Character,Hu Sak,Hu Sak,Earth-616,,Journey into Mystery,117,1965,June

Hyde_Formula,Item,,,,,Journey into Mystery,99,1963,December

Hydra_Uniforms,Item,,,,,Strange Tales,135,1965,August

Hymir_(King)_(Earth-616),Character,King Hymir,Hymir,Earth-616,,Journey into Mystery,116,1965,May

Hyper-Sound_Piano,Item,,,,,Fantastic Four,87,1969,June

Hypno-Creature_(Earth-616),Character,Hypno-Creature,Unknown,Earth-616,,Tales of Suspense,23,1961,November

Hypno-Fish,Race,,,,,Fantastic Four,14,1963,May

Hypno-Persuader,Item,,,,,Fantastic Four,85,1969,April

Iceberg_Rocket,Item,,,,,Incredible Hulk,4,1962,November

Ice_Giants,Race,,,,,Journey into Mystery,97,1963,October

Ice_Queen_(Robot)_(Earth-616),Character,Ice Queen,Ice Queen,Earth-616,Single,Strange Tales,133,1965,June

Idento-Disc,Item,,,,,Fantastic Four,17,1963,August

Idunn_(Earth-616),Character,Idunn,Idunn,Earth-616,Married,Journey into Mystery,114,1965,March

Ignatus_Rex_(Earth-616),Character,Ignatus Rex,Unknown,Earth-616,,Tales of Suspense,19,1961,July

Igor_(Earth-616),Character,Igor,Igor,Earth-616,Single,Fantastic Four,13,1963,April

Igor_(Russian_Spy)_(Earth-616),Character,Igor,Igor,Earth-616,,Tales of Suspense,53,1964,May

Igor_Drenkov_(Earth-616),Character,Igor Drenkov,Igor Drenkov,Earth-616,Single,Incredible Hulk,1,1962,May

Igron_(Earth-616),Character,Igron,Igron,Earth-616,Single,Thor,177,1970,June

Ikor_(Watcher)_(Earth-616),Character,Ikor,Ikor,Earth-616,,Tales of Suspense,53,1964,May

Ilona_Harkovy_(Earth-616),Character,Ilona Harkovy,Ilona Harkovy,Earth-616,Single,Patsy Walker,75,1958,February

Images_of_Ikonn,Item,,,,,Strange Tales,130,1965,March

Impossible_Man_(Earth-616),Character,Impossible Man,N/A (Poppupians have no names),Earth-616,Married,Fantastic Four,11,1963,February

Impossible_Man_(Earth-78909),Character,Impossible Man,Poppupians have no names,Earth-78909,,Impossible Man,,1978,October

Impulse_Transmitter,Item,,,,,Strange Tales,124,1964,September

Indestructible_One_(Earth-616),Character,Indestructible One,Indestructible One,Earth-616,,Fantastic Four,76,1968,July

Infant_Terrible_(Earth-616),Character,Delinquent,Unknown,Earth-616,Single,Fantastic Four,24,1964,March

Inferno_42,Item,,,,,Tales of Suspense,75,1966,March

Infinity_(Earth-616),Character,Infinity,Infinity,Earth-616,,Quasar,24,1991,July

Infinity_Studios,Location,,,,,Captain America,106,1968,October

Inhomo_canis_lupus_familiaris,Race,,,,,Fantastic Four,45,1965,December

Inhumans_(Inhomo_supremis),Race,,,,,Fantastic Four,45,1965,December

Injun_Tom_(Earth-616),Character,Injun Tom,Unknown,Earth-616,,Rawhide Kid,22,1961,June

Insect_Man_(Earth-616),Character,Insect Man,Unknown,Earth-616,,Tales of Suspense,24,1961,December

Inspector_Flint_(Earth-616),Character,Inspector Flint,Flint (full name unknown),Earth-616,,Tales of Suspense,60,1964,December

Instant_Hypnotism_Impulser,Item,,,,,Fantastic Four,40,1965,July

Insulato-Shield,Item,,,,,Fantastic Four,84,1969,March

Invincible_Robot_(Earth-616),Character,Invincible Robot,Invincible Robot,Earth-616,,Fantastic Four,85,1969,April

Iranda_(Earth-616),Character,Iranda,Iranda,Earth-616,Single,Astonishing Tales,9,1971,December

Irma_Kruhl_(Earth-616),Character,Irma Kruhl,Irma Kruhl,Earth-616,,Tales of Suspense,97,1968,January

Iron_Man_Armor_Model_1,Item,,,,,Tales of Suspense,39,1963,March

Iron_Man_Armor_Model_2,Item,,,,,Tales of Suspense,48,1963,December

Iron_Man_Armor_Model_3,Item,,,,,Tales of Suspense,66,1965,June

Irving_Cohen_(Earth-616),Character,Irving Cohen,Irving Cohen,Earth-616,Married,Sgt Fury and his Howling Commandos,24,1965,November

Irving_Forbush_(Earth-665),Character,Forbush Man,Irving Forbush,Earth-665,Single,Not Brand Echh,5,1967,December

Isadore_Cohen_(Earth-616),Character,Izzy Cohen,Isadore Cohen,Earth-616,Married,Sgt Fury and his Howling Commandos,1,1963,May

Island_of_the_Cyclops,Location,,,,,Tales of Suspense,6,1959,November

"It,_the_Silent_One_(Earth-616)",Character,"It, the Silent One",Unknown,Earth-616,,Tales to Astonish,92,1967,June

It_the_Living_Colossus_(Earth-616),Character,"It, The Living Colossus",Unknown,Earth-616,Single,Tales of Suspense,14,1961,February

Ivan_Karlovich_(Earth-616),Character,Ivan Karlovich,Ivan Karlovich ,Earth-616,,Fantastic Four Annual,5,1967,November

Ivan_Kragoff_(Earth-616),Character,Red Ghost,Ivan Kragoff,Earth-616,Single,Fantastic Four,13,1963,April

Ivan_Krushki_(Earth-616),Character,Ivan Krushki,Ivan Krushki,Earth-616,Single,Captain America,102,1968,June

Ivan_Petrovsky_(Earth-616),Character,Ivan Petrovsky,Ivan Petrovsky,Earth-616,Single,Tales of Suspense,14,1961,February

J.B._Hall_(Earth-616),Character,J.B. Hall,J.B. Hall,Earth-616,,Patsy Walker,31,1950,November

J.P._Fiance_(Earth-616),Character,J.P. Fiance,J.P. Fiance,Earth-616,,Patsy Walker,29,1950,July

J.W._(Earth-616),Character,J.W.,J.W.,Earth-616,,Daredevil,17,1966,June

J._Jawbone_Junkton_(Earth-665),Character,J. Jawbone Junkton,J. Jawbone Junkton,Earth-665,,Not Brand Echh,2,1967,September

J._Nelson_Earplug_(Earth-616),Character,J. Nelson Earplug,J. Nelson Earplug,Earth-616,,Patsy Walker,90,1960,August

Jackson_Brice_(Earth-616),Character,Montana,Jackson W. Brice,Earth-616,Single,Amazing Spider-Man,10,1964,March

Jack_Brown_(Earth-616),Character,Jack Brown,Jack Brown,Earth-616,Engaged,Teen-Age Romance,84,1961,November

Jack_Frost_(Earth-616),Character,Jack Frost,Unknown,Earth-616,Single,U.S.A. Comics,1,1941,August

Jack_Kirby_(Earth-616),Character,Jack Kirby,Jack Kirby,Earth-616,Married,Fantastic Four,10,1963,January

Jack_Pulver_(Earth-616),Character,Human Cannonball,Jack Pulver,Earth-616,Single,Incredible Hulk,3,1962,September

Jacqueline_Bouvier_(Earth-616),Character,Jackie Kennedy,Jacqueline Bouvier,Earth-616,Widowed,Patsy and Hedy,86,1963,February

Jacqueline_Tavarez_(Earth-616),Character,Nightcat,Jacqueline Tavarez,Earth-616,Single,Nightcat,1,1992,January

Jacques_Dernier_(Earth-616),Character,Frenchie,Jacques Dernier,Earth-616,,Sgt Fury and his Howling Commandos,21,1965,August

Jacques_Duquesne_(Earth-616),Character,Swordsman,Jacques Duquesne,Earth-616,Single,Avengers,19,1965,August

James_Howlett_(Earth-71016),Character,Wolverine,James Howlett,Earth-71016,,The Last Fantastic Four Story,1,2007,October

James_Howlett_(Earth-77013),Character,Wolverine,James Howlett,Earth-77013,,Spider-Man Newspaper Strips,2003,2003,

"James_Larkin,_Jr._(Earth-616)",Character,Jim Larkin Jr.,"James Larkin, Jr.",Earth-616,Single,Patsy and Hedy,99,1965,April
